gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0,0,0,53,1,0,2,1,1,1,1,1,1,2,0,1,19.85,138,0
0,1,1,0,28,1,2,2,1,1,1,1,1,1,0,0,3,25.7,5733,0
1,0,0,0,22,1,0,2,1,1,1,1,1,1,1,0,3,20.3,4064,0
1,1,1,0,16,1,0,1,0,0,2,2,0,2,0,1,2,91.55,1020,0
0,0,1,1,48,0,1,0,2,2,0,2,0,0,2,0,3,39.4,1624,0
1,1,1,0,30,1,2,1,2,2,2,2,2,0,0,1,0,105.7,2808,0
0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,70.25,1976,0
1,1,0,0,57,1,2,1,2,0,0,2,0,2,2,0,2,93.75,4702,0
0,1,1,0,68,1,2,1,2,2,0,0,0,2,1,1,1,96.55,5295,1
0,0,1,0,23,1,0,0,0,0,0,2,2,0,1,0,0,60.0,677,0
0,0,1,0,65,1,0,0,0,0,0,2,2,0,2,1,1,59.8,3308,0
1,0,1,0,44,1,0,1,0,0,0,0,2,2,1,1,0,90.65,3440,0
0,0,1,1,71,1,2,1,2,2,2,0,2,2,2,1,0,109.0,5895,0
0,0,1,0,37,1,2,0,2,0,2,2,0,0,1,0,1,68.1,2170,0
0,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,3,20.4,2355,0
1,0,1,1,69,1,2,0,0,2,2,2,2,2,2,1,0,81.95,4683,0
0,0,0,0,35,1,0,0,2,2,2,0,0,0,0,0,2,60.55,1633,0
1,0,0,0,5,1,0,0,0,2,0,2,0,2,0,1,0,65.6,2981,0
1,0,1,1,58,1,2,1,0,0,0,0,2,0,2,0,0,82.5,4120,0
1,0,1,0,72,1,2,0,2,2,2,2,0,2,2,1,0,82.3,4941,0
1,0,1,0,72,1,2,0,2,2,2,2,0,0,2,0,3,68.15,4107,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,20.3,1655,0
0,0,0,0,39,1,0,1,2,0,2,2,2,0,1,1,2,95.55,3229,1
1,0,1,1,53,1,0,2,1,1,1,1,1,1,1,0,1,20.2,174,0
0,0,0,0,27,1,0,1,0,0,2,2,0,2,0,1,2,89.2,2063,0
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.65,5492,1
0,1,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,89.3,6342,1
0,0,1,0,18,1,0,1,2,0,0,0,0,0,0,0,2,74.8,849,0
1,0,1,1,46,1,0,2,1,1,1,1,1,1,2,1,3,20.2,6404,0
0,0,1,0,72,1,2,0,2,0,2,2,2,2,2,1,1,84.4,5022,0
0,0,0,0,36,1,0,1,0,0,2,2,0,2,0,1,2,87.55,2713,1
0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,1,2,25.15,6555,0
0,0,0,0,25,1,0,2,1,1,1,1,1,1,2,0,1,19.8,4065,0
0,0,1,1,40,0,1,0,0,2,0,0,2,2,0,1,2,50.85,1713,0
1,0,1,0,63,1,2,1,0,2,2,0,2,2,0,1,2,102.4,5226,0
0,1,0,0,15,1,0,1,2,0,2,2,0,2,0,1,3,96.3,834,1
1,0,0,0,14,1,2,0,0,2,0,0,0,0,0,1,1,55.5,5897,0
1,1,1,0,72,1,2,1,0,2,2,2,2,2,2,1,0,109.75,6032,0
1,0,0,0,39,1,2,1,2,2,0,0,2,2,0,1,2,106.4,3500,0
0,0,1,1,47,0,1,0,2,2,2,0,2,2,2,1,1,60.0,2447,0
1,0,1,0,19,1,2,1,2,2,0,2,0,0,0,1,1,88.8,1202,0
0,0,0,0,5,1,2,1,0,0,0,0,2,0,0,1,2,85.2,4051,1
0,0,0,0,13,0,1,0,0,0,0,0,0,2,0,1,2,35.1,3831,1
0,0,0,0,17,1,2,1,0,0,2,0,0,0,0,0,0,80.05,671,0
1,1,1,0,34,1,2,1,0,0,0,0,0,0,0,1,2,75.55,2117,0
0,0,0,0,42,1,0,0,0,2,0,0,0,0,0,1,2,49.55,1745,0
1,0,1,0,5,1,2,1,0,2,0,0,0,0,0,1,2,81.3,3599,1
0,0,1,1,71,1,2,2,1,1,1,1,1,1,2,0,1,23.9,1190,0
1,1,1,0,19,1,0,0,2,0,2,0,2,0,0,0,0,66.4,564,0
0,0,0,1,2,1,0,2,1,1,1,1,1,1,0,1,2,19.6,3078,1
1,0,0,0,57,1,0,2,1,1,1,1,1,1,2,0,1,18.8,230,0
1,0,1,0,72,1,2,1,0,2,2,2,2,2,2,1,2,108.4,5921,0
0,0,0,0,6,1,0,1,0,2,0,0,0,2,0,1,3,85.95,4368,0
0,0,1,1,17,1,2,1,0,0,0,0,0,2,0,1,2,85.45,880,1
1,0,1,0,61,1,2,0,0,2,2,0,2,2,2,0,0,80.9,4227,0
1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,2,71.0,5607,1
1,0,1,1,48,1,2,1,2,2,2,2,2,2,2,0,1,111.8,4568,0
1,0,0,0,16,1,0,2,1,1,1,1,1,1,0,1,1,20.6,2909,0
1,1,0,0,9,1,2,1,0,0,0,0,0,2,0,1,2,85.05,5796,1
0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,44.6,448,0
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,44.4,3784,1
1,0,0,0,65,1,2,1,0,2,2,0,2,2,2,0,1,105.1,5325,0
0,0,1,1,70,1,2,1,2,2,2,2,2,2,2,1,1,115.15,6158,0
1,0,1,0,60,1,0,0,2,0,0,0,2,0,1,1,3,59.8,3127,0
0,0,1,0,69,1,2,2,1,1,1,1,1,1,1,1,2,26.3,1332,0
0,1,0,0,35,1,0,1,0,0,0,0,0,0,0,0,2,70.55,2104,0
0,0,0,0,22,1,0,2,1,1,1,1,1,1,0,1,3,20.05,4025,0
1,0,1,1,66,1,2,0,0,2,2,0,2,2,2,0,0,79.85,4431,0
1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.3,5550,1
0,0,1,0,1,1,0,1,0,0,0,0,2,0,0,1,0,79.35,6009,1
1,0,1,1,34,1,2,1,0,0,2,0,0,2,0,1,1,90.05,2737,0
0,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,0,24.45,1248,0
1,0,1,1,31,0,1,0,2,0,2,2,2,2,1,0,2,59.95,1452,0
1,0,0,1,30,1,2,2,1,1,1,1,1,1,1,0,0,25.35,5676,0
0,0,0,0,9,1,0,1,0,0,0,0,2,2,0,1,0,90.8,6096,1
1,0,1,1,20,1,0,1,0,0,0,0,0,0,0,1,2,70.45,913,1
1,1,1,0,19,0,1,0,0,2,2,0,0,0,0,1,1,34.3,4806,0
0,0,1,0,65,1,2,1,2,0,2,0,2,2,0,1,2,105.05,5504,0
0,0,1,1,30,1,0,2,1,1,1,1,1,1,2,0,3,19.3,4973,0
1,0,0,0,6,1,0,2,1,1,1,1,1,1,1,0,3,19.15,481,0
0,0,0,0,2,0,1,0,0,2,0,0,2,2,0,0,2,51.4,6511,0
1,0,1,1,53,1,2,0,2,0,0,2,0,2,0,0,2,71.85,3319,0
1,1,1,0,7,1,2,1,0,0,0,0,0,0,0,1,2,75.4,4497,0
0,0,1,1,61,1,0,0,2,0,0,0,0,0,1,1,0,49.7,2600,0
1,1,0,0,70,0,1,0,0,0,0,0,2,2,1,1,2,45.25,2883,1
0,0,0,0,13,1,2,0,2,0,2,0,2,2,0,1,2,78.75,6564,0
1,1,1,0,35,1,2,1,0,0,2,0,0,0,1,1,0,81.6,2483,0
0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,1,70.4,1018,0
0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,75.8,2151,1
0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,2,76.1,2270,0
0,0,0,0,62,1,2,1,0,0,0,0,2,2,1,1,0,94.0,4795,0
1,0,1,1,72,1,2,1,2,2,2,2,0,2,2,0,1,103.95,5828,0
1,0,1,0,63,1,0,2,1,1,1,1,1,1,2,1,0,19.95,473,0
1,1,0,0,20,1,0,1,0,0,0,0,0,0,0,0,1,71.3,747,1
0,1,0,0,35,1,2,1,2,2,2,2,2,2,1,1,0,110.8,3326,0
1,1,1,0,21,1,0,1,0,0,0,0,0,0,0,1,2,69.1,916,1
1,0,1,0,62,1,2,1,2,2,0,0,0,2,1,0,2,96.1,4961,0
0,0,0,0,15,1,2,0,0,0,0,0,0,0,0,1,3,48.8,5668,0
0,0,0,0,55,1,0,0,2,0,0,0,0,0,0,1,1,50.55,2490,0
0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,1,3,44.65,4037,0
0,0,1,1,17,1,2,1,0,0,2,0,2,0,0,0,2,88.25,894,1
0,0,0,0,61,1,0,2,1,1,1,1,1,1,1,0,0,19.45,651,0
0,0,1,0,71,1,2,0,2,2,2,2,2,2,2,0,1,89.3,5193,0
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,70.0,998,1
1,0,0,0,35,1,0,2,1,1,1,1,1,1,2,0,3,19.25,5400,0
0,0,0,0,17,1,0,1,0,0,0,0,0,0,0,0,0,70.5,352,0
0,0,0,0,21,1,2,1,0,0,0,0,2,2,0,1,2,97.35,1789,1
0,0,1,0,47,1,0,2,1,1,1,1,1,1,2,0,0,19.65,6418,0
0,0,1,0,3,1,0,2,1,1,1,1,1,1,0,0,3,20.85,5664,0
1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,3,19.65,5420,0
1,1,1,0,44,1,0,2,1,1,1,1,1,1,2,1,1,19.35,6240,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,44.0,3777,0
0,0,1,1,44,1,2,1,0,2,2,0,0,2,1,0,2,94.4,3693,0
1,0,1,1,5,1,2,2,1,1,1,1,1,1,0,1,0,25.9,681,1
1,0,0,0,24,1,2,0,2,0,0,0,0,0,0,1,0,55.65,777,1
0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,69.65,5492,1
0,0,0,0,18,1,0,1,2,0,0,0,0,0,0,1,2,75.4,732,0
0,0,0,0,10,1,2,1,0,0,2,0,2,2,0,1,2,100.6,163,1
0,0,1,0,65,1,0,0,2,2,2,0,0,2,2,0,0,71.0,3767,0
0,1,0,0,1,1,0,1,0,2,0,0,0,2,0,1,2,86.0,6282,1
0,0,0,0,53,1,2,1,2,0,2,0,2,2,1,1,1,106.95,4814,1
1,0,0,0,3,1,0,2,1,1,1,1,1,1,1,0,3,21.2,4397,0
1,0,1,0,33,1,0,0,2,2,0,2,0,0,2,1,3,61.05,1691,0
1,0,0,0,3,0,1,0,0,2,0,0,0,0,0,1,2,29.6,6010,1
0,0,0,0,34,1,0,0,2,0,2,2,2,2,1,1,0,79.95,2413,0
0,0,1,1,14,1,0,2,1,1,1,1,1,1,2,1,3,19.7,2322,0
0,0,0,0,13,1,0,2,1,1,1,1,1,1,0,1,3,20.3,2431,0
1,1,1,0,46,0,1,0,0,2,2,2,2,2,1,1,0,59.9,2484,1
1,0,1,1,23,1,2,2,1,1,1,1,1,1,1,0,3,24.35,4523,0
0,0,1,1,47,1,0,2,1,1,1,1,1,1,2,0,3,19.75,6480,0
1,0,0,1,17,1,0,0,2,0,0,0,0,0,0,1,3,50.3,6238,0
0,0,1,1,49,1,2,1,0,0,0,0,2,2,0,1,2,95.6,4086,1
1,1,1,0,59,0,1,0,0,2,0,0,2,2,0,1,2,50.25,2633,0
0,0,0,0,69,1,2,0,2,0,2,2,2,2,2,1,1,85.35,4881,0
1,0,0,0,11,0,1,0,0,0,2,0,2,0,1,1,2,41.6,4026,1
1,0,0,0,10,1,0,0,2,0,0,0,0,0,0,1,3,51.65,4436,0
1,0,1,1,12,1,2,2,1,1,1,1,1,1,2,1,0,24.0,2384,0
1,0,0,0,45,1,2,1,0,2,0,0,2,2,0,1,1,100.85,4053,1
0,0,1,1,39,1,0,0,0,0,2,0,2,0,0,1,3,59.85,2018,0
1,1,1,0,71,1,2,2,1,1,1,1,1,1,2,0,1,25.45,1366,0
1,0,1,1,71,1,2,2,1,1,1,1,1,1,2,0,1,23.9,1142,0
0,0,1,1,33,1,2,2,1,1,1,1,1,1,1,0,1,24.15,6068,0
1,1,0,0,67,1,2,1,0,0,0,0,0,0,0,1,3,75.7,4324,0
1,0,1,1,37,0,1,0,2,2,2,0,0,0,0,0,0,40.2,875,1
1,0,1,1,49,1,2,1,0,0,0,0,2,0,0,0,2,84.5,3669,1
0,0,1,0,9,1,0,0,0,2,0,0,0,0,0,0,3,50.85,3985,0
1,0,1,0,52,1,2,1,2,0,2,2,0,0,2,1,1,91.6,3968,0
0,0,0,0,70,1,2,1,0,2,0,0,2,2,1,0,2,98.9,5440,0
1,0,0,0,1,1,0,1,0,2,0,0,0,2,0,1,2,85.0,6249,0
0,1,0,0,14,1,2,1,0,2,0,0,0,0,0,1,2,78.95,242,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,44.3,3782,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.2,1653,1
0,0,0,0,52,1,2,1,0,2,0,0,0,0,1,1,3,80.2,3694,0
1,0,0,0,6,1,0,0,0,0,2,0,2,0,0,0,3,60.9,3578,0
1,0,1,0,7,0,1,0,2,2,0,0,0,0,0,0,3,34.2,2259,0
0,1,0,0,47,1,2,1,0,2,2,0,0,0,0,1,0,85.2,3434,1
0,0,0,0,26,1,0,1,2,0,2,2,0,0,1,1,1,87.15,1952,0
1,0,1,1,25,1,0,0,2,0,0,2,0,0,0,0,2,54.3,583,0
1,0,0,0,69,1,0,2,1,1,1,1,1,1,2,1,3,19.1,535,0
0,0,0,0,72,1,2,1,2,2,2,2,2,2,2,1,1,112.75,6140,0
1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,1,3,19.95,4886,0
1,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,3,19.5,325,0
1,0,0,0,67,1,0,0,2,0,2,0,0,2,2,0,0,65.55,3748,0
0,1,0,0,26,1,0,1,0,0,0,0,0,2,0,1,2,78.8,1674,0
0,0,0,0,27,1,0,0,0,2,2,2,2,2,1,0,3,78.2,1747,0
1,0,1,1,72,1,2,1,2,0,2,0,2,2,2,0,0,105.25,5871,0
0,0,0,0,6,1,0,1,0,0,2,2,0,2,0,1,2,89.25,4155,0
1,0,1,1,62,1,0,2,1,1,1,1,1,1,2,0,1,20.65,443,0
1,0,0,0,20,1,2,0,0,2,0,2,2,0,1,1,2,68.7,809,0
1,0,0,0,6,1,0,0,2,0,2,2,2,2,0,0,1,78.65,4122,0
1,0,0,0,51,1,2,2,1,1,1,1,1,1,2,0,3,24.75,472,0
0,0,1,1,61,1,0,2,1,1,1,1,1,1,2,0,1,19.75,614,0
1,1,1,0,62,1,2,1,2,2,2,0,0,0,0,1,2,89.1,4696,0
0,0,0,0,72,1,2,1,2,0,0,2,0,0,2,1,0,84.7,5079,0
1,1,1,0,13,1,0,1,0,2,2,0,2,2,0,1,2,98.0,478,1
1,0,1,0,5,1,0,1,0,0,2,0,2,2,0,1,2,94.45,4254,1
1,1,0,0,3,1,2,1,0,2,2,0,2,2,0,1,2,105.0,2585,1
0,1,1,0,26,1,2,1,0,2,2,0,0,2,0,1,2,93.85,2062,1
1,1,0,0,13,1,0,0,0,2,0,0,2,0,0,1,2,59.9,5991,0
0,0,1,1,38,1,0,2,1,1,1,1,1,1,2,1,3,19.95,5851,0
0,1,1,0,8,1,2,1,0,0,0,0,0,2,0,1,2,84.0,5046,1
1,1,1,1,34,1,2,1,0,2,2,2,2,2,0,1,2,108.9,3176,0
1,0,0,0,18,0,1,0,2,0,2,0,0,0,0,0,3,33.6,4612,0
1,0,1,1,56,1,0,1,0,2,2,2,0,0,1,1,3,85.85,4090,0
0,0,0,0,36,0,1,0,0,2,0,2,0,0,0,1,0,34.85,533,0
0,0,1,0,9,0,1,0,0,0,2,0,2,2,0,1,2,48.75,3799,1
1,0,0,0,1,1,0,1,0,0,2,0,2,0,0,1,2,84.85,6222,1
1,0,0,0,12,1,0,0,2,0,0,2,0,0,0,0,3,56.65,5274,1
0,1,1,1,57,1,0,1,0,2,2,2,2,0,0,1,1,95.3,4657,0
0,0,0,0,42,1,0,0,2,2,2,2,0,2,1,0,1,73.9,2786,1
0,0,1,1,33,1,2,2,1,1,1,1,1,1,2,1,3,24.5,5770,1
1,0,1,0,70,1,0,1,2,2,0,2,0,0,2,0,0,84.6,4751,0
0,0,0,0,68,0,1,0,0,2,0,2,0,2,0,0,2,44.95,2720,0
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,2,24.7,2085,0
0,0,0,0,37,1,2,1,0,0,0,2,2,2,0,0,1,100.3,3112,0
0,0,0,1,4,1,2,2,1,1,1,1,1,1,0,1,3,25.45,6214,0
1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,3,50.7,4276,0
1,0,0,0,20,0,1,0,2,2,2,2,2,0,0,1,1,55.0,351,0
1,0,1,1,72,1,0,0,2,2,0,2,2,0,2,0,0,68.4,4138,0
0,0,0,0,31,1,2,1,0,0,2,0,0,2,0,1,2,89.9,2476,1
1,1,1,0,18,1,0,1,0,0,0,0,0,2,0,0,2,78.55,819,1
1,0,1,0,11,1,0,0,0,0,0,0,2,0,0,1,0,55.05,5011,0
0,0,1,1,33,1,0,2,1,1,1,1,1,1,2,0,1,19.8,5208,0
0,1,0,0,62,1,2,1,0,0,0,0,2,0,1,0,2,84.45,4240,0
0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,3,35.9,3079,0
1,0,1,0,16,1,0,1,2,2,0,0,0,0,0,0,0,80.75,629,0
1,0,1,1,22,1,2,0,0,0,2,2,2,2,1,1,3,78.65,1191,0
0,0,1,1,49,1,0,0,2,0,2,2,0,0,0,0,0,61.75,2672,0
1,0,1,1,36,1,0,0,2,0,2,0,0,2,1,1,1,63.7,1848,0
1,0,1,0,42,1,2,1,0,2,2,2,0,2,0,1,2,99.45,3575,1
1,1,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,25.2,80,1
0,0,0,0,12,1,2,0,0,0,0,2,2,2,1,0,3,74.05,6314,1
0,0,0,0,31,1,0,1,2,0,2,2,0,0,0,0,2,87.6,2411,0
1,0,1,0,5,1,2,1,2,0,0,0,0,2,0,1,2,89.15,3565,0
1,0,1,1,66,1,0,2,1,1,1,1,1,1,2,0,1,20.0,717,0
0,1,0,0,15,1,2,0,0,0,0,2,0,0,0,0,1,55.0,5854,1
1,0,0,0,64,1,2,1,0,2,2,0,2,2,2,1,0,104.4,5356,0
1,0,1,1,10,1,0,2,1,1,1,1,1,1,0,1,1,20.05,1836,0
1,0,1,1,7,1,0,1,0,2,0,2,2,0,0,1,2,89.75,5013,1
1,0,0,0,29,0,1,0,0,2,0,2,0,0,0,0,2,34.3,55,0
1,0,0,0,57,1,0,2,1,1,1,1,1,1,2,0,0,20.65,282,0
0,0,0,0,46,1,2,1,2,2,0,0,0,0,0,0,3,84.25,3335,0
1,0,0,0,53,1,0,2,1,1,1,1,1,1,2,0,0,19.65,6539,0
0,0,0,0,17,1,0,0,2,2,0,2,2,2,1,0,1,79.85,742,0
0,0,1,1,38,1,0,2,1,1,1,1,1,1,2,1,3,20.2,5795,0
1,0,0,0,15,1,0,2,1,1,1,1,1,1,1,0,3,19.8,2684,0
0,0,0,0,22,0,1,0,0,2,0,0,2,2,0,1,2,50.35,238,0
1,0,1,0,14,1,2,1,0,0,0,0,0,2,0,1,2,85.15,311,1
0,0,1,0,57,1,2,0,0,2,2,2,2,0,1,0,0,74.6,3753,0
1,1,0,0,11,1,0,1,0,0,0,0,0,2,0,1,1,79.15,6164,0
0,0,1,1,1,1,0,2,1,1,1,1,1,1,2,0,3,20.35,1656,0
1,0,1,1,12,1,0,2,1,1,1,1,1,1,2,0,0,21.05,2310,0
1,1,1,0,3,1,2,1,0,0,0,0,2,2,0,1,2,94.6,2461,1
1,0,0,1,36,1,0,1,0,2,0,0,2,2,0,1,2,94.7,3090,0
1,0,0,0,16,1,0,1,2,0,0,0,2,2,0,1,2,94.25,923,1
1,0,1,1,65,1,2,0,2,2,2,0,0,2,1,0,1,72.45,3983,1
1,0,0,0,2,1,0,1,0,2,0,0,0,0,0,0,2,74.95,969,0
0,0,0,0,42,1,2,1,2,0,2,0,2,2,0,1,2,105.2,3795,1
1,0,1,1,72,1,0,1,2,2,2,2,2,2,2,0,0,111.95,6077,0
1,0,0,0,62,1,0,2,1,1,1,1,1,1,2,0,0,19.85,506,0
0,0,0,0,6,1,2,1,0,2,0,0,2,0,0,1,2,89.75,4627,0
1,0,1,0,48,1,0,2,1,1,1,1,1,1,2,1,3,20.05,118,0
1,0,0,0,35,1,2,1,2,0,2,2,2,2,2,1,2,108.95,3486,0
1,0,0,1,52,1,0,2,1,1,1,1,1,1,1,0,1,19.65,6429,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,24.9,2088,0
1,0,1,0,6,1,2,1,0,0,0,0,2,0,0,1,2,82.85,3953,1
0,0,1,0,71,1,2,0,2,2,2,2,2,2,2,0,1,93.2,5253,0
0,0,1,1,67,1,0,1,2,2,2,0,0,0,1,0,0,84.8,4676,0
1,1,0,0,60,1,2,0,2,2,0,0,0,2,1,1,2,71.75,3756,0
1,0,1,1,23,0,1,0,0,0,0,2,0,0,0,1,0,30.35,5406,0
1,0,0,1,39,0,1,0,0,0,2,2,2,2,1,0,0,54.85,1854,0
1,0,1,1,15,1,0,2,1,1,1,1,1,1,1,1,3,19.5,2071,0
1,1,1,0,53,1,2,1,0,2,2,0,2,2,0,1,2,103.85,4595,1
1,0,1,1,24,1,2,2,1,1,1,1,1,1,2,0,3,24.2,5016,0
0,0,1,1,37,1,0,2,1,1,1,1,1,1,0,0,2,19.35,5439,0
0,0,1,1,5,1,0,1,0,2,0,0,0,2,0,1,2,83.6,3497,1
0,1,1,0,50,1,2,1,0,0,0,2,2,2,1,1,2,100.65,4390,0
0,0,0,0,54,1,0,1,0,0,2,0,2,2,1,1,1,94.1,4325,0
0,0,0,0,3,1,0,1,2,0,0,0,0,0,0,1,2,74.55,2007,0
1,0,0,0,68,1,2,1,0,2,2,2,2,2,1,0,2,108.45,5657,1
1,0,0,0,5,1,0,0,0,0,2,2,0,0,0,0,2,56.15,2558,0
1,0,0,0,33,1,0,2,1,1,1,1,1,1,2,0,3,20.35,5478,0
0,0,0,0,41,1,2,0,0,2,2,0,2,2,1,1,2,80.55,2882,0
0,0,1,1,34,0,1,0,2,0,2,2,2,2,1,0,3,61.25,1645,0
0,0,1,1,13,1,0,2,1,1,1,1,1,1,0,1,3,20.45,2236,0
0,0,0,0,20,1,0,2,1,1,1,1,1,1,0,1,1,18.9,3046,0
0,1,0,0,51,1,0,2,1,1,1,1,1,1,2,0,1,19.6,6522,0
0,0,1,0,3,1,2,1,0,2,0,0,0,2,0,1,1,91.5,2110,1
0,0,0,1,41,1,0,0,0,0,0,0,0,0,0,0,0,45.2,1445,0
0,0,0,0,13,1,0,2,1,1,1,1,1,1,0,0,1,19.45,1997,0
1,0,1,1,35,1,2,2,1,1,1,1,1,1,2,0,0,25.45,6095,0
1,0,1,0,12,1,0,1,2,0,0,2,0,0,0,0,0,80.85,6301,1
1,0,0,0,4,1,0,1,2,2,0,2,0,2,0,1,3,94.9,3161,0
0,0,0,0,43,0,1,0,0,0,2,0,2,2,0,1,0,49.05,1744,1
0,1,1,1,12,0,1,0,0,0,0,2,0,0,0,1,3,29.3,3120,0
1,1,1,0,68,1,2,1,0,2,2,0,2,2,0,1,2,105.3,5704,1
1,1,0,0,25,1,2,1,0,2,0,0,2,0,0,1,2,88.95,1977,1
0,0,0,0,7,1,0,2,1,1,1,1,1,1,1,0,3,20.25,569,0
1,1,1,0,66,1,2,1,0,2,2,2,2,2,1,1,2,110.85,5808,1
0,0,1,0,53,1,0,1,2,2,2,2,2,2,1,0,2,110.5,4852,0
1,1,0,0,63,1,2,1,2,2,2,0,2,2,0,1,0,109.4,5579,0
0,0,1,1,70,1,2,1,2,2,2,2,2,2,2,1,0,114.2,5925,1
1,1,1,0,27,0,1,0,0,0,0,0,0,2,0,0,0,36.5,111,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,70.75,5559,1
0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,19.95,220,0
0,1,1,0,37,1,0,2,1,1,1,1,1,1,1,0,3,19.6,5694,0
1,0,0,0,3,0,1,0,0,0,2,0,2,0,0,1,3,40.15,594,1
0,0,0,1,12,1,2,1,0,0,0,0,0,0,0,1,2,76.6,6354,0
0,0,1,1,38,1,0,2,1,1,1,1,1,1,1,0,1,19.6,5885,0
0,0,0,0,9,1,0,1,0,0,2,0,0,2,0,1,1,85.3,5968,0
1,0,1,0,13,1,2,0,2,0,0,0,0,2,0,1,2,65.85,6375,0
1,1,1,0,29,1,2,1,0,0,0,0,2,2,0,1,2,94.45,2344,1
0,0,1,1,47,1,0,2,1,1,1,1,1,1,2,0,1,20.05,77,0
1,0,1,0,61,1,2,1,2,0,2,2,2,0,0,0,0,99.4,4917,0
1,0,0,0,16,1,0,2,1,1,1,1,1,1,0,0,3,20.0,2432,0
0,0,1,1,41,1,0,0,2,2,0,2,2,2,2,0,2,78.45,2759,0
0,0,0,1,43,1,2,2,1,1,1,1,1,1,2,1,2,25.1,180,0
0,0,1,1,36,1,2,1,0,2,2,0,2,0,0,1,0,97.35,3034,1
0,0,0,0,6,1,0,0,0,0,0,0,0,2,0,1,2,55.0,2990,0
0,0,0,0,58,1,2,0,2,2,2,2,0,0,1,1,1,71.1,3697,0
1,0,0,0,19,1,0,0,0,0,0,2,2,0,0,1,1,61.55,228,0
1,0,1,0,11,1,0,0,0,0,0,0,0,0,0,1,0,45.9,4410,0
0,0,0,0,39,0,1,0,2,2,0,2,0,0,1,1,0,40.3,1148,0
0,1,0,0,8,1,0,1,0,2,0,0,2,0,0,1,2,87.1,5635,0
0,0,0,1,26,1,2,0,0,0,0,0,0,0,0,1,3,49.5,527,0
0,1,0,0,53,1,0,1,0,2,0,0,0,0,0,1,1,73.8,3463,0
0,0,1,1,70,1,0,2,1,1,1,1,1,1,2,1,3,19.2,780,0
1,0,0,0,1,0,1,0,0,0,0,0,2,2,0,1,3,45.3,3859,1
1,0,0,0,59,1,2,2,1,1,1,1,1,1,2,0,3,25.0,972,0
1,0,0,0,2,1,0,1,0,0,2,0,2,2,0,0,2,94.95,1350,1
1,0,0,0,7,0,1,0,2,0,2,0,0,0,1,0,3,35.3,2330,0
0,0,0,1,12,1,0,0,0,0,0,0,0,0,0,1,2,44.55,4098,1
1,0,1,1,59,1,0,0,0,2,2,2,2,2,1,0,1,76.75,3914,0
1,0,1,1,61,1,2,0,0,0,2,2,2,2,2,1,0,81.0,4252,0
1,0,1,1,72,1,2,1,2,0,2,0,2,2,2,1,0,105.55,5837,0
0,0,1,1,13,1,0,2,1,1,1,1,1,1,0,0,3,18.8,2208,0
0,0,1,1,64,1,2,2,1,1,1,1,1,1,1,0,3,24.9,1093,0
1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,23.45,1983,1
0,0,0,0,10,1,0,0,0,2,0,2,0,2,1,0,3,64.9,5453,0
0,0,1,1,65,1,0,0,2,2,2,0,0,0,1,0,0,61.35,3357,0
0,0,1,0,62,1,2,1,2,2,2,2,2,2,2,0,3,113.95,5480,0
0,0,1,0,55,1,2,0,2,2,2,2,2,2,1,1,2,90.15,4210,0
0,0,1,0,25,1,2,0,0,2,0,0,0,0,0,0,2,54.1,715,0
